4.620000000000000000e+05,6.980000000000000000e+05,1.100000000000000089e+00
1.058000000000000000e+06,1.294000000000000000e+06,1.100000000000000089e+00
1.356000000000000000e+06,1.294000000000000000e+06,1.100000000000000089e+00
4.620000000000000000e+05,1.294000000000000000e+06,1.100000000000000089e+00
1.058000000000000000e+06,1.592000000000000000e+06,1.100000000000000089e+00
1.952000000000000000e+06,6.980000000000000000e+05,1.100000000000000089e+00
7.600000000000000000e+05,1.020000000000000000e+05,1.100000000000000089e+00
1.356000000000000000e+06,6.980000000000000000e+05,1.100000000000000089e+00
1.654000000000000000e+06,6.980000000000000000e+05,1.100000000000000089e+00
4.620000000000000000e+05,1.020000000000000000e+05,1.100000000000000089e+00
1.356000000000000000e+06,9.960000000000000000e+05,1.100000000000000089e+00
1.952000000000000000e+06,1.592000000000000000e+06,1.100000000000000089e+00
