3.800000000000000000e+05,5.380000000000000000e+05,1.100000000000000089e+00
6.100000000000000000e+05,9.980000000000000000e+05,1.100000000000000089e+00
1.530000000000000000e+06,7.680000000000000000e+05,1.100000000000000089e+00
1.760000000000000000e+06,1.458000000000000000e+06,1.100000000000000089e+00
3.800000000000000000e+05,1.228000000000000000e+06,1.100000000000000089e+00
1.070000000000000000e+06,3.080000000000000000e+05,1.100000000000000089e+00
1.530000000000000000e+06,1.228000000000000000e+06,1.100000000000000089e+00
1.990000000000000000e+06,7.800000000000000000e+04,1.100000000000000089e+00
3.800000000000000000e+05,1.458000000000000000e+06,1.100000000000000089e+00
1.070000000000000000e+06,7.680000000000000000e+05,1.100000000000000089e+00
1.760000000000000000e+06,3.080000000000000000e+05,1.100000000000000089e+00
1.990000000000000000e+06,7.680000000000000000e+05,1.100000000000000089e+00
1.500000000000000000e+05,1.458000000000000000e+06,1.100000000000000089e+00
8.400000000000000000e+05,7.680000000000000000e+05,1.100000000000000089e+00
1.760000000000000000e+06,5.380000000000000000e+05,1.100000000000000089e+00
1.990000000000000000e+06,1.228000000000000000e+06,1.100000000000000089e+00
3.800000000000000000e+05,3.080000000000000000e+05,1.100000000000000089e+00
8.400000000000000000e+05,1.228000000000000000e+06,1.100000000000000089e+00
1.530000000000000000e+06,5.380000000000000000e+05,1.100000000000000089e+00
1.990000000000000000e+06,1.458000000000000000e+06,1.100000000000000089e+00
