3.780000000000000000e+05,2.800000000000000000e+04,1.100000000000000089e+00
5.980000000000000000e+05,2.668000000000000000e+06,1.100000000000000089e+00
1.038000000000000000e+06,2.228000000000000000e+06,1.100000000000000089e+00
1.478000000000000000e+06,1.568000000000000000e+06,1.100000000000000089e+00
1.698000000000000000e+06,1.568000000000000000e+06,1.100000000000000089e+00
2.138000000000000000e+06,1.128000000000000000e+06,1.100000000000000089e+00
2.798000000000000000e+06,4.680000000000000000e+05,1.100000000000000089e+00
3.780000000000000000e+05,2.480000000000000000e+05,1.100000000000000089e+00
5.980000000000000000e+05,2.800000000000000000e+04,1.100000000000000089e+00
1.038000000000000000e+06,2.448000000000000000e+06,1.100000000000000089e+00
1.258000000000000000e+06,2.448000000000000000e+06,1.100000000000000089e+00
1.698000000000000000e+06,1.788000000000000000e+06,1.100000000000000089e+00
2.138000000000000000e+06,1.348000000000000000e+06,1.100000000000000089e+00
2.578000000000000000e+06,1.128000000000000000e+06,1.100000000000000089e+00
1.580000000000000000e+05,1.128000000000000000e+06,1.100000000000000089e+00
8.180000000000000000e+05,4.680000000000000000e+05,1.100000000000000089e+00
1.038000000000000000e+06,2.480000000000000000e+05,1.100000000000000089e+00
1.478000000000000000e+06,2.668000000000000000e+06,1.100000000000000089e+00
1.698000000000000000e+06,2.228000000000000000e+06,1.100000000000000089e+00
2.358000000000000000e+06,1.788000000000000000e+06,1.100000000000000089e+00
2.578000000000000000e+06,1.348000000000000000e+06,1.100000000000000089e+00
1.580000000000000000e+05,1.568000000000000000e+06,1.100000000000000089e+00
5.980000000000000000e+05,9.080000000000000000e+05,1.100000000000000089e+00
1.038000000000000000e+06,4.680000000000000000e+05,1.100000000000000089e+00
1.698000000000000000e+06,2.800000000000000000e+04,1.100000000000000089e+00
1.698000000000000000e+06,2.668000000000000000e+06,1.100000000000000089e+00
2.138000000000000000e+06,2.448000000000000000e+06,1.100000000000000089e+00
2.578000000000000000e+06,2.008000000000000000e+06,1.100000000000000089e+00
3.780000000000000000e+05,1.788000000000000000e+06,1.100000000000000089e+00
5.980000000000000000e+05,1.568000000000000000e+06,1.100000000000000089e+00
1.258000000000000000e+06,9.080000000000000000e+05,1.100000000000000089e+00
1.698000000000000000e+06,4.680000000000000000e+05,1.100000000000000089e+00
1.918000000000000000e+06,2.888000000000000000e+06,1.100000000000000089e+00
2.138000000000000000e+06,2.888000000000000000e+06,1.100000000000000089e+00
2.578000000000000000e+06,2.228000000000000000e+06,1.100000000000000089e+00
1.580000000000000000e+05,2.448000000000000000e+06,1.100000000000000089e+00
5.980000000000000000e+05,2.008000000000000000e+06,1.100000000000000089e+00
1.258000000000000000e+06,1.348000000000000000e+06,1.100000000000000089e+00
1.698000000000000000e+06,6.880000000000000000e+05,1.100000000000000089e+00
2.138000000000000000e+06,4.680000000000000000e+05,1.100000000000000089e+00
2.578000000000000000e+06,2.800000000000000000e+04,1.100000000000000089e+00
2.798000000000000000e+06,2.668000000000000000e+06,1.100000000000000089e+00
1.580000000000000000e+05,2.668000000000000000e+06,1.100000000000000089e+00
8.180000000000000000e+05,2.008000000000000000e+06,1.100000000000000089e+00
1.038000000000000000e+06,1.788000000000000000e+06,1.100000000000000089e+00
1.698000000000000000e+06,1.128000000000000000e+06,1.100000000000000089e+00
2.138000000000000000e+06,6.880000000000000000e+05,1.100000000000000089e+00
2.578000000000000000e+06,2.480000000000000000e+05,1.100000000000000089e+00
2.798000000000000000e+06,2.800000000000000000e+04,1.100000000000000089e+00
