2.377254886266388922e-03,2.377252258903839177e-03,2.377246993009007880e-03,2.377233523253474701e-03,2.377217335238990259e-03,2.377198360108856434e-03,2.377176517122769894e-03,2.377151713309988423e-03,2.377123843068096321e-03,2.377092787712919986e-03,2.377058414965604882e-03,2.377013372207414932e-03,2.376964673806769568e-03,2.376912112338924743e-03,2.376855463872340479e-03,2.376794487006117507e-03,2.376728921833493047e-03,2.376658488822069870e-03,2.376582887616107698e-03,2.398050060334000477e-03,2.419511510771910068e-03,2.440966982738324020e-03,2.462416194273675529e-03,2.483858836356933608e-03,2.505294571487404198e-03,2.526723032151068082e-03,2.548143819147474787e-03,2.569539929621722507e-03,2.590927393528064115e-03,2.612305632784694964e-03,2.633674028832633240e-03,2.655031919867933965e-03,2.676378597872730580e-03,2.697713305445992304e-03,2.719035232414679371e-03,2.740315823712036192e-03,2.782847614949401915e-03,2.804096587980753341e-03,2.825327450083348069e-03,2.846499707448879590e-03,2.867651058043430012e-03,2.890817996079375618e-03,2.926040907951676928e-03,2.999289724836096127e-03,3.009474897286645856e-03,3.045531535155188152e-03,3.192066177209129663e-03,3.131947427762682423e-03,3.306133110345221837e-03,3.202509333197545160e-03,3.225157182482396578e-03,3.470958413918534546e-03,3.305746099861339715e-03,3.601802008329046956e-03,3.377932518158877073e-03,3.434002784823420029e-03,3.802361219383598723e-03,3.496575302092352899e-03,3.794817358041990829e-03,3.489654633869410105e-03,3.486768168606380058e-03,3.710973469180478546e-03,3.471101142503929537e-03,3.654995512665015767e-03,3.450648864140370975e-03,3.434587723390336578e-03,3.540158755175104588e-03,3.385865629104367613e-03,3.428596495842484160e-03,3.323920939165780908e-03,3.310914936177189460e-03,3.291296920320485597e-03
2.377254886218205243e-03,2.377252258855877542e-03,2.377246992961046246e-03,2.377233523205513066e-03,2.377217335191028624e-03,2.377198360060672755e-03,2.377176517074808260e-03,2.377151713261804744e-03,2.377123843020134686e-03,2.377092787664736306e-03,2.377058414917643248e-03,2.377013372159231253e-03,2.376964673758585889e-03,2.376912112290741064e-03,2.376855463824156800e-03,2.376794486957933827e-03,2.376728921785309367e-03,2.376658488774108235e-03,2.376582887567924018e-03,2.398050060286038843e-03,2.419511510723948433e-03,2.440966982690362386e-03,2.462416194225713895e-03,2.483858836308971973e-03,2.505294571439442564e-03,2.526723032103106448e-03,2.548143819099291107e-03,2.569539929573538828e-03,2.590927393480102481e-03,2.612305632736733330e-03,2.633674028784671606e-03,2.655031919819972330e-03,2.676378597824546901e-03,2.697713305397808625e-03,2.719035232366717736e-03,2.740315823663852512e-03,2.782847614901440281e-03,2.804096587932791707e-03,2.825327450035386434e-03,2.846499707400917956e-03,2.867651057995468378e-03,2.890817996031413983e-03,2.926040907903493249e-03,2.999289724788134492e-03,3.009474897238684221e-03,3.045531535107226517e-03,3.192066177161168028e-03,3.131947427714720789e-03,3.306133110297260203e-03,3.202509333149583526e-03,3.225157182434434944e-03,3.470958413870572912e-03,3.305746099813378081e-03,3.601802008281085321e-03,3.377932518110915439e-03,3.434002784775458395e-03,3.802361219335637088e-03,3.496575302044391265e-03,3.794817357994029194e-03,3.489654633821448471e-03,3.486768168558418424e-03,3.710973469132516911e-03,3.471101142455967903e-03,3.654995512617054132e-03,3.450648864092409340e-03,3.434587723342374943e-03,3.540158755127142953e-03,3.385865629056405979e-03,3.428596495794522525e-03,3.323920939117597229e-03,3.310914936129227826e-03,3.291296920272523963e-03
2.377311904427470424e-03,2.377309526280901864e-03,2.377304759914933285e-03,2.377292555637566807e-03,2.377277891176143854e-03,2.377260704372385902e-03,2.377240922351919750e-03,2.377218461209196221e-03,2.377193225650220398e-03,2.377165108585987952e-03,2.377133990671298491e-03,2.377093205641722662e-03,2.377049114578477784e-03,2.377001530337041757e-03,2.376950250898568484e-03,2.376895058504135960e-03,2.376835718723713242e-03,2.376771979448522032e-03,2.376703569816118744e-03,2.398177058982264853e-03,2.419645384742485916e-03,2.441108322727369995e-03,2.462565625422241666e-03,2.484017021034068406e-03,2.505462212246234444e-03,2.526900874867843427e-03,2.548332656359342252e-03,2.569742292808818718e-03,2.591144186987026643e-03,2.612537826420346931e-03,2.633922662520715718e-03,2.655298108136694424e-03,2.676663534924461629e-03,2.698018270541613362e-03,2.719361595644897989e-03,2.740667977107369424e-03,2.783254516506739051e-03,2.804532695468431314e-03,2.825794727602470857e-03,2.847004450850176838e-03,2.868195542136353637e-03,2.891464204460847398e-03,2.927144663773084687e-03,3.001967992571685784e-03,3.011901034667419097e-03,3.048475061304012357e-03,3.198770743501277991e-03,3.136424894770062366e-03,3.315252601352680628e-03,3.208208766174225346e-03,3.231157261045503049e-03,3.483811267499747899e-03,3.313520384777168815e-03,3.618014817463821586e-03,3.387490635252898841e-03,3.444326175646494903e-03,3.822630163142548554e-03,3.507215367102523018e-03,3.813531724302654524e-03,3.498926133009394590e-03,3.495478640250793134e-03,3.725805568868034712e-03,3.478584953864993778e-03,3.667565109049419902e-03,3.457036418968328917e-03,3.440329165760758201e-03,3.548839520417068627e-03,3.389945270700911450e-03,3.433852981622020906e-03,3.326078895013573344e-03,3.312664168353407490e-03,3.292466466659149660e-03
2.377368922588551925e-03,2.377366793657742505e-03,2.377362526820636646e-03,2.377351588021436868e-03,2.377338447113075404e-03,2.377323048635915370e-03,2.377305327580847560e-03,2.377285209108181974e-03,2.377262608232344476e-03,2.377237429458833873e-03,2.377209566376770056e-03,2.377173039075808347e-03,2.377133555350186001e-03,2.377090948335158771e-03,2.377045037924796489e-03,2.376995630002154414e-03,2.376942515613711393e-03,2.376885470074974194e-03,2.376824252016129790e-03,2.398304057630307184e-03,2.419779258713061765e-03,2.441249662716193924e-03,2.462715056570141670e-03,2.484175205710981160e-03,2.505629853005064689e-03,2.527078717584174683e-03,2.548521493570987673e-03,2.569944655995692884e-03,2.591360980445767126e-03,2.612770020055554809e-03,2.634171296208798196e-03,2.655564296405232838e-03,2.676948471975970634e-03,2.698323235637012374e-03,2.719687958874894562e-03,2.741020130502702656e-03,2.783661418063854143e-03,2.804968802955887242e-03,2.826262005121371601e-03,2.847509194251474085e-03,2.868740026229055218e-03,2.892110412841875089e-03,2.928248419594270402e-03,3.004646260307053396e-03,3.014327172047748249e-03,3.051418587452614517e-03,3.205475309793426320e-03,3.140902361777442309e-03,3.324372092359695330e-03,3.213908199150461442e-03,3.237157339608387474e-03,3.496664121080739207e-03,3.321294669692775869e-03,3.634227626598374172e-03,3.397048752346698564e-03,3.454649566469125688e-03,3.842899106901498385e-03,3.517855432112693137e-03,3.832246090563096175e-03,3.508197632148934986e-03,3.504189111894984165e-03,3.740637668555368833e-03,3.486068765226058019e-03,3.680134705433601994e-03,3.463423973795842770e-03,3.446070608130957780e-03,3.557520285658810621e-03,3.394024912297233243e-03,3.439109467401113562e-03,3.328236850861143736e-03,3.314413400529625520e-03,3.293636012997591678e-03
2.377425940701449747e-03,2.377424060986177423e-03,2.377420293678156327e-03,2.377410620356901205e-03,2.377399003001601230e-03,2.377385392851261159e-03,2.377369732761591692e-03,2.377351956958762003e-03,2.377331990766062830e-03,2.377309750283496115e-03,2.377285142034057941e-03,2.377252872461710353e-03,2.377217996073488493e-03,2.377180366285092106e-03,2.377139824902618770e-03,2.377096201451767143e-03,2.377049312455525865e-03,2.376998960653242676e-03,2.376944934167957157e-03,2.398431056229943792e-03,2.419913132635453934e-03,2.441391002656612130e-03,2.462864487669857994e-03,2.484333390339710235e-03,2.505797493715711255e-03,2.527256560252544304e-03,2.548710330734449414e-03,2.570147019134605415e-03,2.591577773856323930e-03,2.613002213642801053e-03,2.634419929848474951e-03,2.655830484625587573e-03,2.677233408979295959e-03,2.698628200684005662e-03,2.720014322056707456e-03,2.741372283849852209e-03,2.784068319572785555e-03,2.805404910395159490e-03,2.826729282591866621e-03,2.848013937604365609e-03,2.869284510273351074e-03,2.892756621174719101e-03,2.929352175367272437e-03,3.007324527994237329e-03,3.016753309379893722e-03,3.054362113553032998e-03,3.212179876037390969e-03,3.145379828736638572e-03,3.333491583318526352e-03,3.219607632078735904e-03,3.243157418122866176e-03,3.509516974613546836e-03,3.329068954560199245e-03,3.650440435684965124e-03,3.406606869392314607e-03,3.464972957243572793e-03,3.863168050612042492e-03,3.528495497074457532e-03,3.850960456775354146e-03,3.517469131240291702e-03,3.512899583490991517e-03,3.755469768194297231e-03,3.493552576538938581e-03,3.692704301769378361e-03,3.469811528575394988e-03,3.451812050452751635e-03,3.566201050852368937e-03,3.398104553845149312e-03,3.444365953132022540e-03,3.330394806660752494e-03,3.316162632657437825e-03,3.294805559287627972e-03
2.377482958765941845e-03,2.377481328266428662e-03,2.377478060487492328e-03,2.377469652644181863e-03,2.377459558841943377e-03,2.377447737018423268e-03,2.377434137893930099e-03,2.377418704761380397e-03,2.377401373251375460e-03,2.377382071059974677e-03,2.377360717642940102e-03,2.377332705799428680e-03,2.377302436748607306e-03,2.377269784186619717e-03,2.377234611832257372e-03,2.377196772853196194e-03,2.377156109248934612e-03,2.377112451183105435e-03,2.377065616271378801e-03,2.398558054781396720e-03,2.420047006509440379e-03,2.441532342548846657e-03,2.463013918721390638e-03,2.484491574920255630e-03,2.505965134377952097e-03,2.527434402872730246e-03,2.548899167849727476e-03,2.570349382225112222e-03,2.591794567218697054e-03,2.613234407181641572e-03,2.634668563439968025e-03,2.656096672797758629e-03,2.677518345934437605e-03,2.698933165682815272e-03,2.720340685190336671e-03,2.741724437148818083e-03,2.784475221033533288e-03,2.805841017786026015e-03,2.827196560014177962e-03,2.848518680909073453e-03,2.869828994269463251e-03,2.893402829459379433e-03,2.930455931092090793e-03,3.010002795633237582e-03,3.019179446663855515e-03,3.057305639605267800e-03,3.218884442233171939e-03,3.149857295647651156e-03,3.342611074229395740e-03,3.225307064958826686e-03,3.249157496589383243e-03,3.522369828098170785e-03,3.336843239379438941e-03,3.666653244723372396e-03,3.416164986389524927e-03,3.475296347970058264e-03,3.883436994274402920e-03,3.539135561988260292e-03,3.869674822939428438e-03,3.526740630283464739e-03,3.521610055038815190e-03,3.770301867785263994e-03,3.501036387803635463e-03,3.705273898056971049e-03,3.476199083306541482e-03,3.457553492726583855e-03,3.574881815997743573e-03,3.402184195344881701e-03,3.449622438814747838e-03,3.332552762411955527e-03,3.317911864737288496e-03,3.295975105529480587e-03
2.377539976782250264e-03,2.377538595498274177e-03,2.377535827248422606e-03,2.377528684883278842e-03,2.377520114634101844e-03,2.377510081137179654e-03,2.377498542977862783e-03,2.377485452515593067e-03,2.377470755688726456e-03,2.377454391788269561e-03,2.377436293203638584e-03,2.377412539088741283e-03,2.377386877375542440e-03,2.377359202039963648e-03,2.377329398713712294e-03,2.377297344206219520e-03,2.377262905994159681e-03,2.377225941664784514e-03,2.377186298326616765e-03,2.398685053284443924e-03,2.420180880335243145e-03,2.441673682392897504e-03,2.463163349724517559e-03,2.484649759452395301e-03,2.506132774991787215e-03,2.527612245444732508e-03,2.549088004916599814e-03,2.570551745267435351e-03,2.592011360532664455e-03,2.613466600672298412e-03,2.634917196983055376e-03,2.656362860921523961e-03,2.677803282841173527e-03,2.699238130633219157e-03,2.720667048275782207e-03,2.742076590399378233e-03,2.784882122445875297e-03,2.806277125128708860e-03,2.827663837388083579e-03,2.849023424165375573e-03,2.870373478217391749e-03,2.894049037695856086e-03,2.931559686768725470e-03,3.012681063224054157e-03,3.021605583899411585e-03,3.060249165609096877e-03,3.225589008380769229e-03,3.154334762510480061e-03,3.351730565091859404e-03,3.231006497790733789e-03,3.255157575007494586e-03,3.535222681534611056e-03,3.344617524150494958e-03,3.682866053713595988e-03,3.425723103338773612e-03,3.485619738648360055e-03,3.903705937888579669e-03,3.549775626853657329e-03,3.888389189055319051e-03,3.536012129278454097e-03,3.530320526538455184e-03,3.785133967327825033e-03,3.508520199019926622e-03,3.717843494296380058e-03,3.482586637989504297e-03,3.463294934952010351e-03,3.583562581094934529e-03,3.406263836796430411e-03,3.454878924449067412e-03,3.334710718114974881e-03,3.319661096768511399e-03,3.297144651723149522e-03
2.377596994750152959e-03,2.377595862681713967e-03,2.377593593960947160e-03,2.377587717073970097e-03,2.377580670377854588e-03,2.377572425207752360e-03,2.377562948013389743e-03,2.377552200221622059e-03,2.377540138077671728e-03,2.377526712468158721e-03,2.377511868715709298e-03,2.377492372329648163e-03,2.377471317954071850e-03,2.377448619844901856e-03,2.377424185546761493e-03,2.377397915511059168e-03,2.377369702690979025e-03,2.377339432097835825e-03,2.377306980333449005e-03,2.398812051739085405e-03,2.420314754112640188e-03,2.441815022188542628e-03,2.463312780679460801e-03,2.484807943936129249e-03,2.506300415557438654e-03,2.527790087968107002e-03,2.549276841935288473e-03,2.570754108261352755e-03,2.592228153798448176e-03,2.613698794114549528e-03,2.635165830477737003e-03,2.656629048996883569e-03,2.678088219699725769e-03,2.699543095535439363e-03,2.720993411312822019e-03,2.742428743601532659e-03,2.785289023810033626e-03,2.806713232422985982e-03,2.828131114713805516e-03,2.849528167373494014e-03,2.870917962116692479e-03,2.894695245883704970e-03,2.932663442396954423e-03,3.015359330766465007e-03,3.024031721086561930e-03,3.063192691564520231e-03,3.232293574479960796e-03,3.158812229324681198e-03,3.360850055905917344e-03,3.236705930574013124e-03,3.261157653377200205e-03,3.548075534922645602e-03,3.352391808873145251e-03,3.699078862655191813e-03,3.435281220239394528e-03,3.495943129278034078e-03,3.923974881454350694e-03,3.560415691670648641e-03,3.907103555122803940e-03,3.545283628225037731e-03,3.539030997989689453e-03,3.799966066822202393e-03,3.516004010188034101e-03,3.730413090487605388e-03,3.488974192624061388e-03,3.469036377129031123e-03,3.592243346143719762e-03,3.410343478199795442e-03,3.460135410034981263e-03,3.336868673769588511e-03,3.321410328751550622e-03,3.298314197868634778e-03
2.377654012669871975e-03,2.377653129816970079e-03,2.377651360625288035e-03,2.377646749216477673e-03,2.377641226073423653e-03,2.377634769229919343e-03,2.377627353000733024e-03,2.377618947879245326e-03,2.377609520418433320e-03,2.377599033099642156e-03,2.377587444179818377e-03,2.377572205522371362e-03,2.377555758484417581e-03,2.377538037601656384e-03,2.377518972331627012e-03,2.377498486767715136e-03,2.377476499339614691e-03,2.377452922482925501e-03,2.377427662292097565e-03,2.398939050145765250e-03,2.420448627841631506e-03,2.441956361936004072e-03,2.463462211586220363e-03,2.484966128371679517e-03,2.506468056074906414e-03,2.527967930443297817e-03,2.549465678905793453e-03,2.570956471207086480e-03,2.592444947016048218e-03,2.613930987508839010e-03,2.635414463924234951e-03,2.656895237024281542e-03,2.678373156510094333e-03,2.699848060389475890e-03,2.721319774301678152e-03,2.742780896755725450e-03,2.785695925125786232e-03,2.807149339669301469e-03,2.828598391991343775e-03,2.850032910533428776e-03,2.871462445968031574e-03,2.895341454023592220e-03,2.933767197976999697e-03,3.018037598260692178e-03,3.026457858225528597e-03,3.066136217471981951e-03,3.238998140530968683e-03,3.163289696090920700e-03,3.369969546671791605e-03,3.242405363309330824e-03,3.267157731698944190e-03,3.560928388262496469e-03,3.360166093547833910e-03,3.715291671548826002e-03,3.444839337092053810e-03,3.506266519859746467e-03,3.944243824971938039e-03,3.571055756439456275e-03,3.925817921142327194e-03,3.554555127123437686e-03,3.547741469392740044e-03,3.814798166268618118e-03,3.523487821307957901e-03,3.742982686630647038e-03,3.495361747210434800e-03,3.474777819258090261e-03,3.600924111144543360e-03,3.414423119554976793e-03,3.465391895572933478e-03,3.339026629376018462e-03,3.323159560686628211e-03,3.299483743965714311e-03
2.377711030541407311e-03,2.377710396904042511e-03,2.377709127241445231e-03,2.377705781310579525e-03,2.377701781720809038e-03,2.377697113203902646e-03,2.377691757939892625e-03,2.377685695488462869e-03,2.377678902710789188e-03,2.377671353682941913e-03,2.377663019595743776e-03,2.377652038666910883e-03,2.377640198966579632e-03,2.377627455310227234e-03,2.377613759068086807e-03,2.377599057975965380e-03,2.377583295940066677e-03,2.377566412819609454e-03,2.377548344202340402e-03,2.399066048504039372e-03,2.420582501522661190e-03,2.442097701635059792e-03,2.463611642444574201e-03,2.485124312759046106e-03,2.506635696543968450e-03,2.528145772870304953e-03,2.549654515827892709e-03,2.571158834104636526e-03,2.592661740185242536e-03,2.614163180854722768e-03,2.635663097322549220e-03,2.657161425003273791e-03,2.678658093272057172e-03,2.700153025195106693e-03,2.721646137242350605e-03,2.743133049861512518e-03,2.786102826393355159e-03,2.807585446867211232e-03,2.829065669220698354e-03,2.850537653644957814e-03,2.872006929771186989e-03,2.895987662115073746e-03,2.934870953508861291e-03,3.020715865706735670e-03,3.028883995316533628e-03,3.069079743331037946e-03,3.245702706533792892e-03,3.167767162808976522e-03,3.379089037389482186e-03,3.248104795996464844e-03,3.273157809972504495e-03,3.573781241554163657e-03,3.367940378174116844e-03,3.731504480394276513e-03,3.454397453896529413e-03,3.516589910393275176e-03,3.964512768441341706e-03,3.581695821160302273e-03,3.944532287113444724e-03,3.563826625973876006e-03,3.556451940747606955e-03,3.829630265666628119e-03,3.530971632379698022e-03,3.755552282725505009e-03,3.501749301748624532e-03,3.480519261338743675e-03,3.609604876097183279e-03,3.418502760861974465e-03,3.470648381062702015e-03,3.341184584934264734e-03,3.324908792573300076e-03,3.300653290014610164e-03
